"Em qualquer país sério da Terra,…RT @adilsonesp: SE PREPAREM PRA GUERRA BRASIL 🇧🇷"
"A ciência no Brasil é p…RT @DefesaGovBr: Até o dia 08/12, a Defesa e as Forças Armadas participam da 7ª Mostra BID Brasil, em Brasília/DF."
""
