"Em qualquer país sério da Terra,…O home tem BRASIL! tatuado na coxa e vibra pela vitória da Argentina"
"Só o chorume do BrasilRT @EduGiraoOficial: Ditadura da Toga acaba de fazer +uma vítima no Brasil;minha solidariedade a 1ª presidente da CCJ da @camaradeputados .…RT @Eduardo_Bittar: Indígenas brasileños llegan hasta el palacio presidencial de #Brasil para rendir honor a la bandera y exigirle a los mi…RT @FThomazini_of: Prainha ,cidade de Vila Velha, Espírito Santo, 05/12/22"
