""
hoje tem show do Harry Styles no Brasil e eu nã…RT @LiderEsDeporte: 👋 ¡Buenos días! Les presentamos la #PortadaDelDía de este #6Dic de nuestro diario #LiderEnDeportes
Chata pra caralho viu? A dublagem e adaptações no Brasil é mto foda!
