"#LulaQuebrouoBrasilPresidente da Câmara🤮 e do Senado🤮 estão de joelhos diante do STF🤮 e do TSE🤮 e principalmente do imperador do Brasil Xandão🤮. Já estamos em uma Ditadura é questão de tempo para que ela mostra sua cara sem nem um pouquinho e receio infelizmente ⏰ https://t.co/wUQuRFpPWB@Fabiananeumann1 Vai chorar mais nós próximos anos@ArnaldoAlonso10 Simples assim"
Preferem elogiar o Rodrygo e o Rafinha.
""
